"OBJECTID.x","GEOID","NAME","Total Population","Aggregate Income","Per Capita Income","ACS_VINTAGE","JURISDICTION","CRA_NO","CRA_GRP","GEN_ALIAS","DETL_NAMES","TRACT_LABEL","OBJECTID_12_13_14_15_16","OBJECTID.y","TRACT","TRACTCE10","NAME10","NAMELSAD10","ACRES_TOTA","WATER","SHAPE_Leng","TC_ID","OBJECTID_1","TRACT_1","TRACTCE10_1","GEOID10_1","NAME10_1","NAMELSAD10_1","ACRES_TOTAL","PCT_PEOPLE_OF_COLOR","PTL_PEOPLE_OF_COLOR","PCT_ENGLISH_LESSTHAN_VERY_WELL","PTL_ENGLISH_LESSTHAN_VERY_WELL","PCT_FOREIGN_BORN","PTL_FOREIGN_BORN","PCT_POP_INC_UNDER_200_POVERTY","PTL_POP_INC_UNDER_200_POVERTY","PCT_LESS_BACHELOR_DEGREE","PTL_LESS_BACHELOR_DEGREE","PCT_ADULTNOLEISUREPHYSACTIVITY","PCT_ADULT_WITH_DIABETES","PCT_ADULT_OBESE","PCT_ADULTMENTALHEALTHNOTGOOD","PCT_ADULT_WITH_ASTHMA","PCT_ADULT_WITH_DISABILITIES","PCT_LOW_LIFE_EXPECT_AT_BIRTH","PTL_ADULTNOLEISUREPHYSACTIVITY","PTL_ADULT_DIAGNOSED_DIABETES","PTL_ADULT_OBESE","PTL_ADULTMENTALHEALTHNOTGOOD","PTL_ADULT_WITH_ASTHMA","PTL_ADULT_WITH_DISABILITIES","PTL_LOW_LIFE_EXPECT_AT_BIRTH","COMPOSITE_PERCENTILE","COMPOSITE_QUINTILE","RACE_ELL_ORIGINS_PERCENTILE","RACE_ELL_ORIGINS_QUINTILE","SOCIOECONOMIC_PERCENTILE","SOCIOECONOMIC_QUINTILE","HEALTH_PERCENTILE","HEALTH_QUINTILE","RSE_Priority_Rank","OBJECTID_12","TC_ID_1","Total_A","Can_A","Grass_A","Soil_A","Water_A","Build_A","Road_A","Paved_A","Perv_A","Imperv_A","Can_P","Grass_P","Soil_P","Water_P","Build_P","Road_P","Paved_P","Perv_P","Imperv_P","TC_E_A","TC_Pv_A","TC_Land_A","TC_Pi_A","TC_P_A","TC_E_P","TC_Pv_P","TC_P_P","TC_Pi_P","TC_Land_A_1","Gain","Loss","No_Change","TreeCanopy_2016_Area","TreeCanopy_2021_Area","Change_Area","Change_PercentChange","TreeCanopy_2016_Percent","TreeCanopy_2021_Percent","Change_Percent_AbsDiff","OBJECTID_12_13","OBJECTID_12_13_14","TC_ID_12","OBJECTID_12_13_14_15","TC_ID_12_13","Shape__Area","Shape__Length","maj_TC","Imperv_TC_Diff"
24,53033001702,"Census Tract 17.02, King County, Washington",5121,262859900,51330,"5Y20","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.02,21,23,1702,1702,17.02,"Census Tract 17.02",316.3291459,0,17476.4063853691,23,89,NA,NA,NA,NA,NA,316.3291459,0.26040507,0.482,0.06394526,0.625,0.1333185,0.467,0.23018608,0.557,0.45297237,0.647,0.146,0.066,0.234,0.104,0.091,0.14423831,0.7774,0.661,0.556,0.729,0.661,0.669,0.796,0.918,0.64,"Second highest",0.534,"Middle",0.61,"Second highest",0.767,"Second highest",4,NA,NA,13779291,3616913,4595443,10702,0,2788643,1679327,1088263,8223058,5556233,26.2489049690583,33.3503588827611,0.0776672762045594,0,20.2379280617559,12.1873251678914,7.89781564232877,59.6769311280239,40.3230688719761,3616913,4595443,13779291,1098965,5694408,26.2489049690583,33.3503588827611,41.3258418012944,7.97548291853333,NA,450042,553836,3166871,3720707,3616913,-103794,-2.78963111043143,27.0021657863238,26.2489049690583,-0.753260817265559,NA,NA,NA,NA,NA,13779296.8063354,17476.4061124479,FALSE,-14.0741639029178
25,53033001800,"Census Tract 18, King County, Washington",5059,277470900,54847,"5Y20","Seattle",9.2,9,"Licton Springs","Licton Springs",18,31,71,1800,1800,18,"Census Tract 18",232.99785609,0,14099.4819625573,71,122,NA,NA,NA,NA,NA,232.99785609,0.32064394,0.602,0.1048026,0.707,0.16003788,0.579,0.28409091,0.64,0.39704719,0.579,0.135,0.042,0.218,0.108,0.091,0.05911758,0.8052,0.526,0.09,0.458,0.706,0.669,0.105,0.737,0.602,"Second highest",0.625,"Second highest",0.625,"Second highest",0.519,"Middle",4,NA,NA,10149431,2243201,2683094,572483,3150,2477094,1309093,861316,5501928,4647503,22.1017414670832,26.4359056187485,5.64054280481339,0.0310362226217411,24.4062351869775,12.8981910414485,8.48634765830715,54.2092261132668,45.7907738867332,2243201,2683094,10146281,1433799,4116893,22.1086031423731,26.4441128724899,40.5753891499753,14.1312762774853,NA,310819,271433,1932382,2203815,2243201,39386,1.78717360576999,21.7204215022233,22.1086031423731,0.388181640149725,NA,NA,NA,NA,NA,10149385.9811707,14099.4812896225,FALSE,-23.6821707443601
26,53033001900,"Census Tract 19, King County, Washington",5100,321708000,63080,"5Y20","Seattle",8.1,8,"Northgate/Maple Leaf","Maple Leaf, Northgate, Pinehurst",19,30,70,1900,1900,19,"Census Tract 19",410.97098497,0,21117.7835030534,70,3,NA,NA,NA,NA,NA,410.97098497,0.30173314,0.557,0.07926566,0.647,0.1918981,0.655,0.21161563,0.519,0.40390969,0.587,0.141,0.061,0.225,0.102,0.089,0.12621595,0.8176,0.586,0.458,0.624,0.609,0.593,0.751,0.61,0.617,"Second highest",0.617,"Second highest",0.579,"Middle",0.662,"Second highest",4,NA,NA,17902013,4901020,5865480,15664,43388,3102887,2290108,1683466,10825552,7076461,27.3769212434378,32.7643600750374,0.0874985399686616,0.242363805679283,17.3326150528435,12.7924608254949,9.40378045753849,60.4711436641231,39.5288563358769,4901020,5865480,17858625,1699130,7564610,27.4434341949618,32.8439619511581,42.3583002610783,9.51433830992028,NA,563426,663248,4337594,5000842,4901020,-99822,-1.99610385611063,28.0023910015469,27.4434341949618,-0.558956806585055,NA,NA,NA,NA,NA,17901894.4004822,21117.782180705,FALSE,-12.0854221409151
27,53033002000,"Census Tract 20, King County, Washington",4120,245914700,59688,"5Y20","Seattle",8.1,8,"Northgate/Maple Leaf","Maple Leaf, Northgate, Pinehurst",20,28,68,2000,2000,20,"Census Tract 20",279.6981736,0,15511.7436966403,68,90,NA,NA,NA,NA,NA,279.6981736,0.14943789,0.106,0.0330481,0.384,0.12859885,0.444,0.18508363,0.452,0.35691546,0.474,0.127,0.056,0.217,0.092,0.088,0.09570313,0.827,0.443,0.36,0.428,0.451,0.533,0.451,0.527,0.444,"Middle",0.234,"Second lowest",0.489,"Middle",0.497,"Middle",3,NA,NA,12183658,4058440,4298828,79636,0,2109768,1171519,465467,8436904,3746754,33.3105213557373,35.2835576967114,0.653629640621889,0,17.3163757551304,9.61549478818266,3.82042076361631,69.2477086930707,30.7522913069293,4058440,4298828,12183658,545103,4843931,33.3105213557373,35.2835576967114,39.7576081009496,4.4740504042382,NA,426551,501178,3631889,4133067,4058440,-74627,-1.80560828072712,33.9230385488496,33.3105213557373,-0.612517193112282,NA,NA,NA,NA,NA,12183650.6922913,15511.7427692417,FALSE,2.558230048808
28,53033002100,"Census Tract 21, King County, Washington",4584,276953000,60417,"5Y20","Seattle",7.4,7,"Wedgwood/View Ridge","Wedgwood, View Ridge, Bryant, Matthews Beach",21,29,69,2100,2100,21,"Census Tract 21",337.39104098,0,16139.9210115859,69,103,NA,NA,NA,NA,NA,337.39104098,0.25127955,0.444,0.06309554,0.61,0.1849866,0.632,0.15475024,0.339,0.3552,0.467,0.123,0.058,0.209,0.086,0.084,0.09334924,0.8662,0.368,0.398,0.285,0.233,0.135,0.413,0.061,0.429,"Middle",0.557,"Middle",0.429,"Middle",0.234,"Second lowest",3,NA,NA,14696739,5650765,4795734,21334,0,2531616,1398188,299102,10467833,4228906,38.4491076557868,32.6312796328492,0.145161453843604,0,17.2256988438047,9.51359345770514,2.03515895601058,71.2255487424795,28.7744512575205,5650765,4795734,14696739,320436,5116170,38.4491076557868,32.6312796328492,34.8116000427033,2.18032040985419,NA,538386,663741,5112379,5776120,5650765,-125355,-2.17022845785752,39.3020519722096,38.4491076557868,-0.85294431642285,NA,NA,NA,NA,NA,14696752.4498901,16139.9204041344,FALSE,9.6746563982663
29,53033002200,"Census Tract 22, King County, Washington",6147,427617500,69565,"5Y20","Seattle",7.4,7,"Wedgwood/View Ridge","Wedgwood, View Ridge, Bryant, Matthews Beach",22,26,66,2200,2200,22,"Census Tract 22",683.24215103,0,29647.2275693476,66,39,NA,NA,NA,NA,NA,683.24215103,0.22797651,0.361,0.0387759,0.452,0.12012814,0.376,0.06905233,0.023,0.22754342,0.113,0.117,0.068,0.2,0.073,0.08,0.06355443,0.8563,0.24,0.593,0.082,0.007,0,0.142,0.173,0.151,"Lowest",0.384,"Second lowest",0.046,"Lowest",0.113,"Lowest",1,NA,NA,29761949,10834562,10868894,74924,7936,4632304,2316404,1026925,21786316,7975633,36.4040742089841,36.5194295575199,0.251744265807323,0.0266649203652624,15.5645183049,7.78310587119143,3.45046287123199,73.2019129526766,26.7980870473234,10834562,10868894,29754013,1101849,11970743,36.4137839154671,36.5291700316189,40.2323646225469,3.70319459092795,NA,997711,1309150,9836851,11146001,10834562,-311439,-2.79417703264157,37.4604965051269,36.4137839154671,-1.04671258965976,NA,NA,NA,NA,NA,29762024.5907288,29647.2266629531,FALSE,9.6156968681437
30,53033002400,"Census Tract 24, King County, Washington",3311,225796100,68196,"5Y20","Seattle",7.4,7,"Wedgwood/View Ridge","Wedgwood, View Ridge, Bryant, Matthews Beach",24,27,67,2400,2400,24,"Census Tract 24",241.67956487,0,13847.8102567312,67,55,NA,NA,NA,NA,NA,241.67956487,0.2562396,0.467,0.03991741,0.474,0.12379368,0.391,0.09584027,0.083,0.32780269,0.422,0.119,0.059,0.207,0.085,0.085,0.0813112,0.8558,0.278,0.436,0.24,0.195,0.24,0.308,0.188,0.286,"Second lowest",0.467,"Middle",0.204,"Second lowest",0.211,"Second lowest",2,NA,NA,10527745,3643433,3353921,19778,0,1936561,1226493,347559,7017132,3510613,34.6079146103938,31.8579239903702,0.187865492562747,0,18.3948319416931,11.6501017074407,3.30136225753948,66.6537040933267,33.3462959066733,3643433,3353921,10527745,367337,3721258,34.6079146103938,31.8579239903702,35.3471517404724,3.48922775010223,NA,371460,396450,3271973,3668423,3643433,-24990,-0.68121915057233,34.8452873811058,34.6079146103938,-0.237372770712057,NA,NA,NA,NA,NA,10527560.7788086,13847.8095934394,FALSE,1.2616187037205
31,53033002500,"Census Tract 25, King County, Washington",3561,217588900,61103,"5Y20","Seattle",7.3,7,"Ravenna/Bryant","Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",25,1,1,2500,2500,25,"Census Tract 25",243.21908274,0,16442.9684017039,1,51,NA,NA,NA,NA,NA,243.21908274,0.13395535,0.068,0.01332373,0.113,0.07530823,0.121,0.16861046,0.376,0.32288947,0.407,0.117,0.056,0.21,0.085,0.085,0.11849344,0.861,0.24,0.36,0.315,0.195,0.24,0.699,0.143,0.241,"Second lowest",0.061,"Lowest",0.422,"Middle",0.294,"Second lowest",2,NA,NA,10594443,3395005,3779338,59451,0,1902111,1273968,184570,7233794,3360649,32.0451485745876,35.6728333901084,0.561152672207496,0,17.9538556203474,12.0248700191223,1.74213972362681,68.2791346369035,31.7208653630965,3395005,3779338,10594443,244021,4023359,32.0451485745876,35.6728333901084,37.9761257859427,2.30329239583431,NA,414306,389451,2980699,3370150,3395005,24855,0.737504265388781,31.8105444524077,32.0451485745876,0.234604122179903,NA,NA,NA,NA,NA,10594621.9230347,16442.9674179067,FALSE,0.3242832114911
32,53033002600,"Census Tract 26, King County, Washington",5598,328871500,58748,"5Y20","Seattle",7.3,7,"Ravenna/Bryant","Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",26,2,2,2600,2600,26,"Census Tract 26",307.58442044,0,15936.1370583039,2,52,NA,NA,NA,NA,NA,307.58442044,0.19996009,0.301,0.01747656,0.196,0.11534624,0.361,0.17980443,0.437,0.26623559,0.234,0.119,0.051,0.217,0.09,0.086,0.06034913,0.8528,0.278,0.285,0.428,0.368,0.345,0.127,0.234,0.301,"Second lowest",0.286,"Second lowest",0.324,"Second lowest",0.279,"Second lowest",2,NA,NA,13398378,3626286,3893929,3593,370552,2854186,1956221,693611,7894360,5504018,27.0651119113075,29.0626895285385,0.0268166788547091,2.76564820010303,21.3024740755933,14.6004314850648,5.17682812053817,58.9202663188037,41.0797336811963,3626286,3893929,13027826,697204,4591133,27.8349280992853,29.8893230535931,35.2409757391602,5.35165268556703,NA,487826,476194,3138460,3614654,3626286,11632,0.321801201442794,27.7456422890511,27.8349280992853,0.0892858102341876,NA,NA,NA,NA,NA,13398375.7356873,15936.1363893614,FALSE,-13.244805581911
33,53033002700,"Census Tract 27, King County, Washington",6129,423749000,69138,"5Y20","Seattle",9.4,9,"Green Lake","Green Lake, Meridian, Roosevelt, Woodland Park",27,25,65,2700,2700,27,"Census Tract 27",393.80500868,0,24129.0791720348,65,78,NA,NA,NA,NA,NA,393.80500868,0.22862726,0.369,0.04191829,0.489,0.12440971,0.399,0.12088091,0.173,0.25751547,0.188,0.115,0.049,0.209,0.088,0.085,0.05212355,0.8395,0.21,0.24,0.285,0.308,0.24,0.052,0.376,0.181,"Lowest",0.429,"Middle",0.121,"Lowest",0.158,"Lowest",1,NA,NA,17154041,4201252,5462676,10703,0,3435428,3006554,1037428,9674631,7479410,24.4913253967389,31.8448346952185,0.0623934616922042,0,20.0269312636014,17.5267973301451,6.04771785260394,56.3985535536495,43.6014464463505,4201252,5462676,17154041,1048131,6510807,24.4913253967389,31.8448346952185,37.9549460095146,6.11011131429615,NA,609608,535134,3591644,4126778,4201252,74474,1.80465244314087,24.0571769648912,24.4913253967389,0.434148431847632,NA,NA,NA,NA,NA,17154143.940094,24129.0779245065,FALSE,-19.1101210496116
34,53033002800,"Census Tract 28, King County, Washington",5205,349593300,67165,"5Y20","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",28,16,18,2800,2800,28,"Census Tract 28",242.98539587,0,13187.7124890148,18,86,NA,NA,NA,NA,NA,242.98539587,0.11656817,0.023,0.01052396,0.053,0.07458732,0.113,0.17179539,0.407,0.23659391,0.143,0.11,0.044,0.213,0.087,0.085,0.05003772,0.8146,0.12,0.142,0.368,0.27,0.24,0.045,0.632,0.076,"Lowest",0.023,"Lowest",0.219,"Second lowest",0.181,"Lowest",1,NA,NA,10584456,2674195,2943499,0,0,2703714,1577914,685134,5617694,4966762,25.2653041403356,27.8096389649123,0,0,25.5441942410644,14.9078422169264,6.47302043676123,53.0749431052479,46.9250568947521,2674195,2943499,10584456,685134,3628633,25.2653041403356,27.8096389649123,34.2826594016735,6.47302043676123,NA,406730,309554,2267465,2577019,2674195,97176,3.77086858886178,24.3472031061398,25.2653041403356,0.918101034195811,NA,NA,NA,NA,NA,10584443.0950317,13187.7121557798,FALSE,-21.6597527544165
35,53033002900,"Census Tract 29, King County, Washington",4744,301014400,63452,"5Y20","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",29,17,19,2900,2900,29,"Census Tract 29",243.68167521,0,13366.3195076397,19,101,NA,NA,NA,NA,NA,243.68167521,0.11383619,0.008,0.01323205,0.106,0.07288292,0.098,0.11892642,0.166,0.27051672,0.249,0.115,0.049,0.218,0.088,0.085,0.06093294,0.8345,0.21,0.24,0.458,0.308,0.24,0.135,0.422,0.091,"Lowest",0.031,"Lowest",0.143,"Lowest",0.271,"Second lowest",1,NA,NA,10614780,2868185,2967673,2067,0,2632039,1405323,739493,5837925,4776855,27.0206730615236,27.957932241648,0.0194728482361387,0,24.7959825827761,13.2393040647098,6.96663520110638,54.9980781514078,45.0019218485922,2868185,2967673,10614780,741560,3709233,27.0206730615236,27.957932241648,34.9440402909905,6.98610804934252,NA,407065,330148,2461120,2791268,2868185,76917,2.75562934121697,26.296051354809,27.0206730615236,0.724621706714601,NA,NA,NA,NA,NA,10614772.8429565,13366.3189346803,FALSE,-17.9812487870686
36,53033003000,"Census Tract 30, King County, Washington",6509,420444200,64594,"5Y20","Seattle",10.2,10,"Whittier Heights","Whittier Heights, Loyal Heights, Crown Hill",30,18,20,3000,3000,30,"Census Tract 30",368.96744741,0,16061.9476208421,20,87,NA,NA,NA,NA,NA,368.96744741,0.1575768,0.136,0.01928783,0.234,0.07628581,0.136,0.13141968,0.249,0.32184179,0.399,0.122,0.052,0.223,0.091,0.086,0.10140406,0.8318,0.345,0.315,0.586,0.421,0.345,0.511,0.474,0.294,"Second lowest",0.143,"Lowest",0.309,"Second lowest",0.444,"Middle",2,NA,NA,16072217,4300265,5065711,9969,0,3511301,2158530,1026441,9375945,6696272,26.7558918598473,31.5184333312573,0.0620262904613595,0,21.8470233446948,13.4301944778371,6.38643069590213,58.336351481566,41.663648518434,4300265,5065711,16072217,1036410,6102121,26.7558918598473,31.5184333312573,37.9668903176208,6.44845698636349,NA,636756,517934,3663509,4181443,4300265,118822,2.84165059765253,26.016591239404,26.7558918598473,0.739300620443338,NA,NA,NA,NA,NA,16072219.6938477,16061.9470515426,FALSE,-14.9077566585867
37,53033003100,"Census Tract 31, King County, Washington",6718,507201800,75499,"5Y20","Seattle",10.3,10,"Sunset Hill/Loyal Heights","Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",31,19,21,3100,3100,31,"Census Tract 31",530.70314556,0,24381.1524803013,21,121,NA,NA,NA,NA,NA,530.70314556,0.13209976,0.053,0.01664093,0.181,0.0608206,0.023,0.14135872,0.301,0.35051321,0.459,0.12,0.057,0.221,0.088,0.086,0.06983995,0.8468,0.308,0.375,0.533,0.308,0.345,0.203,0.286,0.234,"Second lowest",0.053,"Lowest",0.407,"Middle",0.316,"Second lowest",2,NA,NA,23117453,7278449,7344165,274383,23491,3994895,2832446,1369624,14920488,8196965,31.4846492820814,31.768919352837,1.18690843666904,0.101615865727076,17.280861347485,12.2524137931631,5.92463192203743,64.5420929373145,35.4579070626855,7278449,7344165,23093962,1644007,8988172,31.5166752244591,31.8012344525379,38.9200086152389,7.11877416270106,NA,812949,789337,6465500,7254837,7278449,23612,0.32546561693943,31.4144320493816,31.5166752244591,0.102243175077536,NA,NA,NA,NA,NA,23117426.3442383,24381.1515573753,FALSE,-3.9412318382264
38,53033003201,"Census Tract 32.01, King County, Washington",4508,459621800,101957,"5Y20","Seattle",10.3,10,"Sunset Hill/Loyal Heights","Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,53033003202,"Census Tract 32.02, King County, Washington",4773,338767400,70976,"5Y20","Seattle",10.3,10,"Sunset Hill/Loyal Heights","Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,53033003301,"Census Tract 33.01, King County, Washington",4671,316044100,67661,"5Y20","Seattle",10.2,10,"Whittier Heights","Whittier Heights, Loyal Heights, Crown Hill",33.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,53033003302,"Census Tract 33.02, King County, Washington",4085,260635400,63803,"5Y20","Seattle",10.2,10,"Whittier Heights","Whittier Heights, Loyal Heights, Crown Hill",33.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,53033003400,"Census Tract 34, King County, Washington",3735,287534700,76984,"5Y20","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",34,14,16,3400,3400,34,"Census Tract 34",194.49775167,0,12629.3222581997,16,38,NA,NA,NA,NA,NA,194.49775167,0.13169281,0.046,0.01081239,0.068,0.0624662,0.038,0.08274743,0.053,0.24621785,0.158,0.102,0.044,0.208,0.081,0.084,0.05765271,0.837,0.015,0.142,0.255,0.09,0.135,0.09,0.407,0.008,"Lowest",0.008,"Lowest",0.061,"Lowest",0.098,"Lowest",1,NA,NA,8472328,2409448,2392936,2327,0,2020689,1059634,587294,4804711,3667617,28.4390311612109,28.2441378567969,0.0274658865898487,0,23.8504576310077,12.5069992568749,6.93190820751982,56.7106349045976,43.2893650954023,2409448,2392936,8472328,589621,2982557,28.4390311612109,28.2441378567969,35.2035119509065,6.95937409410967,NA,321004,311502,2088444,2399946,2409448,9502,0.395925574992104,28.3268778073748,28.4390311612109,0.112153353836156,NA,NA,NA,NA,NA,8472320.5776062,12629.3212660094,FALSE,-14.8503339341914
43,53033003500,"Census Tract 35, King County, Washington",4370,277204400,63434,"5Y20","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",35,13,15,3500,3500,35,"Census Tract 35",317.45244839,0,16634.3481234398,15,120,NA,NA,NA,NA,NA,317.45244839,0.19559229,0.294,0.02272727,0.286,0.08464813,0.166,0.13583376,0.279,0.2560154,0.181,0.119,0.057,0.219,0.087,0.086,0.08929119,0.8409,0.278,0.375,0.496,0.27,0.345,0.383,0.354,0.249,"Second lowest",0.249,"Second lowest",0.173,"Lowest",0.369,"Second lowest",2,NA,NA,13828194,4923837,3707500,19377,3454,2444507,1826648,902871,8654168,5174026,35.6072311395111,26.8111656518559,0.140126758418344,0.024977954460286,17.6777025257239,13.2095919394825,6.52920403054802,62.5835015042456,37.4164984957544,4923837,3707500,13824740,922248,4629748,35.6161273195735,26.8178642057644,33.4888612733404,6.67099706757595,NA,477832,501435,4446005,4947440,4923837,-23603,-0.477075012531734,35.786857474354,35.6161273195735,-0.170730154780493,NA,NA,NA,NA,NA,13828226.6664429,16634.3471333968,FALSE,-1.8003711761809
44,53033003601,"Census Tract 36.01, King County, Washington",4047,248891000,61500,"5Y20","Seattle",9.4,9,"Green Lake","Green Lake, Meridian, Roosevelt, Woodland Park",36.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,53033003602,"Census Tract 36.02, King County, Washington",3930,247766900,63045,"5Y20","Seattle",9.4,9,"Green Lake","Green Lake, Meridian, Roosevelt, Woodland Park",36.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,53033003800,"Census Tract 38, King County, Washington",2585,190324500,73626,"5Y20","Seattle",7.3,7,"Ravenna/Bryant","Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",38,56,97,3800,3800,38,"Census Tract 38",154.33405404,0,10392.5315540704,97,81,NA,NA,NA,NA,NA,154.33405404,0.24368569,0.422,0.05121704,0.572,0.12909261,0.452,0.13134187,0.234,0.27793296,0.271,0.13,0.064,0.217,0.091,0.086,0.11595935,0.865,0.473,0.503,0.428,0.421,0.345,0.661,0.091,0.369,"Second lowest",0.482,"Middle",0.204,"Second lowest",0.407,"Middle",2,NA,NA,6722575,1994827,2283714,56217,0,1437503,778241,172073,4334758,2387817,29.6735551481389,33.9708221923891,0.83624206498254,0,21.3832199715139,11.5765313142657,2.55962930870983,64.4806194055105,35.5193805944895,1994827,2283714,6722575,228290,2512004,29.6735551481389,33.9708221923891,37.3666935660815,3.39587137369237,NA,244240,234039,1750587,1984626,1994827,10201,0.51400112666064,29.5218126982592,29.6735551481389,0.151742449879695,NA,NA,NA,NA,NA,6722791.06414795,10392.5312260467,FALSE,-5.8458254463506
47,53033003900,"Census Tract 39, King County, Washington",3110,196444800,63166,"5Y20","Seattle",7.4,7,"Wedgwood/View Ridge","Wedgwood, View Ridge, Bryant, Matthews Beach",39,55,96,3900,3900,39,"Census Tract 39",240.61834206,0,13200.9092050906,96,80,NA,NA,NA,NA,NA,240.61834206,0.21407432,0.331,0.04490378,0.512,0.14699112,0.534,0.13271707,0.264,0.28558352,0.294,0.121,0.064,0.202,0.078,0.081,0.05319149,0.8832,0.33,0.503,0.15,0.045,0.007,0.067,0.023,0.211,"Second lowest",0.437,"Middle",0.241,"Second lowest",0.083,"Lowest",2,NA,NA,10481515,2789785,3830212,50428,0,2127323,1294802,388965,6670425,3811090,26.6162382060227,36.5425417985854,0.48111365580262,0,20.2959495836241,12.3531951249414,3.71096163102376,63.6398936604107,36.3601063395893,2789785,3830212,10481515,439393,4269605,26.6162382060227,36.5425417985854,40.7346170854118,4.19207528682638,NA,356075,334372,2433710,2768082,2789785,21703,0.784044692317641,26.4091784441467,26.6162382060227,0.207059761876028,NA,NA,NA,NA,NA,10481333.8360291,13200.9085431686,FALSE,-9.7438681335666
